Entity,Day,"COVID-19 doses (cumulative, per hundred)","People vaccinated (cumulative, per hundred)","People fully vaccinated (cumulative, per hundred)","Booster doses (cumulative, per hundred)",Year
Brazil,2021-09-24,109.78889,70.8464,40.949707,0.24765728,2021
Brazil,2021-09-25,110.30724,71.03274,41.271523,0.2584615,2021
Brazil,2021-09-26,110.551056,71.117714,41.42646,0.26265445,2021
Brazil,2021-09-27,111.15808,71.26352,41.762016,0.3893924,2021
Brazil,2021-09-28,112.03523,71.50641,42.367386,0.41964352,2021
Brazil,2021-09-29,112.84497,71.74378,42.91519,0.4458705,2021
Brazil,2021-09-30,113.734276,72.00017,43.47477,0.5208116,2021
Brazil,2021-10-01,114.690056,72.22854,44.10684,0.61923856,2021
Brazil,2021-10-02,115.19015,72.35491,44.431698,0.6690763,2021
Brazil,2021-10-03,115.37078,72.4074,44.54186,0.68731636,2021
Brazil,2021-10-04,115.89453,72.52272,44.857216,0.7815541,2021
Brazil,2021-10-05,116.63577,72.716034,45.294613,0.8926183,2021
Brazil,2021-10-06,117.47484,72.898476,45.811863,1.032711,2021
Brazil,2021-10-07,118.31337,73.08362,46.30528,1.1932664,2021
Brazil,2021-10-08,119.11972,73.2317,46.81953,1.3384465,2021
Brazil,2021-10-09,119.598915,73.31284,47.107857,1.4493023,2021
Brazil,2021-10-10,119.89637,73.3657,47.32186,1.4816527,2021
Brazil,2021-10-11,120.3791,73.50253,47.590107,1.5602049,2021
Brazil,2021-10-12,120.56752,73.5561,47.703884,1.5818495,2021
Brazil,2021-10-13,120.979,73.60633,47.960552,1.6858258,2021
Brazil,2021-10-14,122.08958,73.95258,48.626377,1.7855123,2021
Brazil,2021-10-15,123.08209,74.18501,49.226784,1.9464837,2021
Brazil,2021-10-16,123.70423,74.32679,49.601124,2.0544105,2021
Brazil,2021-10-17,123.95406,74.377335,49.7516,2.1057584,2021
Brazil,2021-10-18,124.49654,74.44312,50.03337,2.3012447,2021
Brazil,2021-10-19,125.32648,74.60179,50.572098,2.442831,2021
Brazil,2021-10-20,126.29543,74.80648,51.155006,2.6271873,2021
Brazil,2021-10-21,126.77699,74.878876,51.447453,2.7443626,2021
Brazil,2021-10-22,127.41604,74.97633,51.826504,2.9090638,2021
Brazil,2021-10-23,127.73675,75.03839,52.029873,2.9645119,2021
Brazil,2021-10-24,128.11905,75.121994,52.27886,3.0151143,2021
Brazil,2021-10-25,129.26949,75.26226,53.041916,3.2642345,2021
Brazil,2021-10-26,130.15312,75.42314,53.533348,3.4942715,2021
Brazil,2021-10-27,130.96915,75.552,54.03886,3.6769712,2021
Brazil,2021-10-28,131.73997,75.685455,54.4971,3.8561008,2021
Brazil,2021-10-29,132.51463,75.80033,54.949596,4.0646358,2021
Brazil,2021-10-30,132.78969,75.85042,55.108833,4.130723,2021
Brazil,2021-10-31,132.98035,75.88413,55.213524,4.183546,2021
Brazil,2021-11-01,133.11972,75.90426,55.29503,4.221395,2021
Brazil,2021-11-02,133.22527,75.92161,55.347725,4.256922,2021
Brazil,2021-11-03,133.72331,75.980736,55.642677,4.4016447,2021
Brazil,2021-11-04,134.40479,76.10615,56.07523,4.525983,2021
Brazil,2021-11-05,135.3663,76.23826,56.69971,4.727827,2021
Brazil,2021-11-06,135.69641,76.281075,56.895706,4.8192844,2021
Brazil,2021-11-07,135.96504,76.416084,57.012814,4.8371882,2021
Brazil,2021-11-08,136.72046,76.541664,57.478252,5.015155,2021
Brazil,2021-11-09,137.39775,76.64033,57.88632,5.1763134,2021
Brazil,2021-11-10,138.09831,76.75126,58.31298,5.3402843,2021
Brazil,2021-11-11,138.85515,76.88345,58.770824,5.5084233,2021
Brazil,2021-11-12,139.4411,76.90835,59.15967,5.681188,2021
Brazil,2021-11-13,139.76584,76.94215,59.37625,5.756162,2021
Brazil,2021-11-14,139.95753,76.98697,59.495903,5.7833877,2021
Brazil,2021-11-15,140.23743,77.0177,59.65938,5.8691907,2021
Brazil,2021-11-16,140.56856,77.04384,59.87258,5.961355,2021
Brazil,2021-11-17,141.34296,77.15294,60.36976,6.1299253,2021
Brazil,2021-11-18,141.91093,77.219574,60.692223,6.3091235,2021
Brazil,2021-11-19,142.5229,77.29414,61.042877,6.4980035,2021
Brazil,2021-11-20,142.92174,77.357994,61.268433,6.607701,2021
Brazil,2021-11-21,143.21144,77.41686,61.434284,6.6729836,2021
Brazil,2021-11-22,143.75746,77.48591,61.734707,6.850185,2021
Brazil,2021-11-23,144.32062,77.55758,62.067013,7.0096803,2021
Brazil,2021-11-24,144.86447,77.6089,62.39275,7.1767125,2021
Brazil,2021-11-25,145.2658,77.66899,62.627327,7.2828746,2021
Brazil,2021-11-26,145.85478,77.76598,62.95381,7.4475136,2021
Brazil,2021-11-27,146.07515,77.79472,63.08278,7.5104246,2021
Brazil,2021-11-28,146.25491,77.83157,63.191322,7.555623,2021
Brazil,2021-11-29,146.3664,77.84197,63.255146,7.592324,2021
Brazil,2021-11-30,147.1599,77.946526,63.674362,7.863745,2021
Brazil,2021-12-01,147.77037,78.057335,64.019394,8.01991,2021
Brazil,2021-12-02,148.3314,78.11959,64.34637,8.1926,2021
Brazil,2021-12-03,149.14671,78.19901,64.87609,8.399889,2021
Brazil,2021-12-04,149.52034,78.23995,65.06251,8.546771,2021
Brazil,2021-12-05,149.5971,78.26189,65.09804,8.5659685,2021
Brazil,2021-12-06,150.02794,78.26905,65.31198,8.776303,2021
Brazil,2021-12-07,150.57892,78.31991,65.57382,9.014884,2021
Brazil,2021-12-08,150.95798,78.362076,65.737335,9.187946,2021
Brazil,2021-12-09,151.58803,78.416466,66.05809,9.443236,2021
Brazil,2021-12-10,152.03491,79.13549,66.24654,9.654609,2021
Brazil,2021-12-11,152.14952,79.13549,66.27927,9.727236,2021
Brazil,2021-12-12,152.21245,79.13549,66.29456,9.768987,2021
Brazil,2021-12-13,152.50986,79.13549,66.4668,9.969622,2021
Brazil,2021-12-14,152.92044,78.42556,66.64181,10.18395,2021
Brazil,2021-12-15,153.539,78.52125,66.998924,10.350183,2021
Brazil,2021-12-16,153.98065,78.589645,67.128296,10.594382,2021
Brazil,2021-12-17,154.3413,78.64431,67.24079,10.788602,2021
Brazil,2021-12-18,154.44073,78.65153,67.27069,10.851064,2021
Brazil,2021-12-19,154.46356,78.65568,67.27714,10.86331,2021
Brazil,2021-12-20,154.81866,78.68107,67.378975,11.091744,2021
Brazil,2021-12-21,155.17152,78.720665,67.4804,11.30536,2021
Brazil,2021-12-22,155.75504,78.8547,67.70063,11.539766,2021
Brazil,2021-12-23,156.18828,78.88222,68.27796000000001,11.738954,2021
Brazil,2021-12-27,156.44385,78.90966,67.88396,11.991503,2021
Brazil,2021-12-28,156.84819,78.96207,67.979744,12.248279,2021
Brazil,2021-12-29,157.25557,79.00065,68.13017,12.467347,2021
Brazil,2021-12-30,157.46744,79.02074,68.185616,12.604439,2021
Brazil,2021-12-31,157.51968,79.02543,68.20336,12.634462,2021
Brazil,2022-01-01,157.52841,79.02724,68.20587,12.638873,2022
Brazil,2022-01-02,157.54912,79.03076,68.21591,12.646051,2022
Brazil,2022-01-03,157.90146,79.08494,68.34001,12.848542,2022
Brazil,2022-01-04,158.29446,79.13549,68.35855,13.144835,2022
Brazil,2022-01-05,158.63899,79.15869,68.413155,13.412861,2022
Brazil,2022-01-09,159.64468,79.22657,68.65247,14.113632,2022
Brazil,2022-01-10,160.15965,79.27163,68.81571,14.421045,2022
Brazil,2022-01-11,160.55396,79.29844,68.88377,14.723341,2022
Brazil,2022-01-12,160.90152,79.299644,68.94944,15.004578,2022
Brazil,2022-01-13,161.31563,79.32872,69.06708,15.272603,2022
Brazil,2022-01-14,161.66367,79.34631,69.12737,15.543676,2022
Brazil,2022-01-15,161.80296,79.36481,69.16546,15.627503,2022
Brazil,2022-01-16,163.26309,79.45226,69.56125,16.60687,2022
Brazil,2022-01-17,165.15396,79.564995,70.00443,17.94271,2022
Brazil,2022-01-18,165.55118,79.59144,70.1533,18.165962,2022
Brazil,2022-01-19,166.18387,79.668205,70.24893,18.627708,2022
Brazil,2022-01-20,166.7231,79.765526,70.39443,18.93222,2022
Brazil,2022-01-21,167.13046,79.82405,70.48081,19.195164,2022
Brazil,2022-01-22,167.72908,79.89049,70.62752,19.580755,2022
Brazil,2022-01-23,167.82765,79.926674,70.64535,19.625362,2022
Brazil,2022-01-24,168.74341,80.04566,70.81547,20.252619,2022
Brazil,2022-01-25,169.27078,80.14332,70.927734,20.570295,2022
Brazil,2022-01-26,169.8156,80.32143,70.97918,20.888582,2022
Brazil,2022-01-27,170.60347,80.483116,71.10693,21.391024,2022
Brazil,2022-01-28,171.41313,80.65349,71.18856,21.955687,2022
Brazil,2022-01-29,171.7329,80.75165,71.2197,22.146795,2022
Brazil,2022-01-30,171.80159,80.77052,71.22634,22.190033,2022
Brazil,2022-01-31,172.36911,80.987625,71.29164,22.475983,2022
Brazil,2022-02-01,172.99869,81.119385,71.34394,22.92208,2022
Brazil,2022-02-02,173.61047,81.268036,71.44787,23.282318,2022
Brazil,2022-02-03,174.26408,81.4141,71.561035,23.678131,2022
Brazil,2022-02-04,174.87737,81.68241,71.64904,23.94166,2022
Brazil,2022-02-05,175.25497,81.836555,71.68822,24.1267,2022
Brazil,2022-02-06,175.70609,81.8742,71.73751,24.491264,2022
Brazil,2022-02-07,176.24757,82.09572,71.79807,24.751074,2022
Brazil,2022-02-08,176.80893,82.20671,71.880455,25.119112,2022
Brazil,2022-02-09,177.51805,82.25899,72.036255,25.612442,2022
Brazil,2022-02-10,178.32469,82.452484,72.212204,26.050953,2022
Brazil,2022-02-11,179.17372,82.689415,72.31939,26.557877,2022
Brazil,2022-02-12,179.5601,82.79242,72.368095,26.792816,2022
Brazil,2022-02-13,179.74312,82.83841,72.436615,26.861677,2022
Brazil,2022-02-14,180.17418,82.93653,72.50517,27.11826,2022
Brazil,2022-02-15,180.58244,83.05285,72.549416,27.371046,2022
Brazil,2022-02-16,181.1064,83.1877,72.63298,27.67731,2022
Brazil,2022-02-17,181.73332,83.311325,72.72007,28.094862,2022
Brazil,2022-02-18,182.64432,83.65602,72.874245,28.50837,2022
Brazil,2022-02-19,183.0809,83.754715,72.965454,28.755571,2022
Brazil,2022-02-20,183.25946,83.79312,72.99061,28.871399,2022
