Entity,Day,"People vaccinated (cumulative, per hundred)",Year
Brazil,2021-01-17,5.325564e-05,2021
Brazil,2021-01-18,0.00052732596,2021
Brazil,2021-01-19,0.0064320453,2021
Brazil,2021-01-20,0.050318975,2021
Brazil,2021-01-21,0.09210326,2021
Brazil,2021-01-22,0.21980743,2021
Brazil,2021-01-23,0.2725871,2021
Brazil,2021-01-24,0.29193315,2021
Brazil,2021-01-25,0.38123384,2021
Brazil,2021-01-26,0.4972489,2021
Brazil,2021-01-27,0.6312439,2021
Brazil,2021-01-28,0.7432481,2021
Brazil,2021-01-29,0.9147669,2021
Brazil,2021-01-30,0.97311515,2021
Brazil,2021-01-31,0.9909919,2021
Brazil,2021-02-01,1.0901006,2021
Brazil,2021-02-02,1.1990622,2021
Brazil,2021-02-03,1.3324058,2021
Brazil,2021-02-04,1.462108,2021
Brazil,2021-02-05,1.6164138,2021
Brazil,2021-02-06,1.6804076,2021
Brazil,2021-02-07,1.7022072,2021
Brazil,2021-02-08,1.800512,2021
Brazil,2021-02-09,1.9351184,2021
Brazil,2021-02-10,2.0570347,2021
Brazil,2021-02-11,2.1807568,2021
Brazil,2021-02-12,2.352158,2021
Brazil,2021-02-13,2.3977938,2021
Brazil,2021-02-14,2.413674,2021
Brazil,2021-02-15,2.5316956,2021
Brazil,2021-02-16,2.5324993,2021
Brazil,2021-02-17,2.6071134,2021
Brazil,2021-02-18,2.6820316,2021
Brazil,2021-02-19,2.737131,2021
Brazil,2021-02-20,2.7663965,2021
Brazil,2021-02-21,2.7850227,2021
Brazil,2021-02-22,2.854347,2021
Brazil,2021-02-23,2.9081774,2021
Brazil,2021-02-24,2.9490573,2021
Brazil,2021-02-25,3.0178683,2021
Brazil,2021-02-26,3.0611703,2021
Brazil,2021-02-27,3.0995867,2021
Brazil,2021-02-28,3.1107981,2021
Brazil,2021-03-01,3.2363706,2021
Brazil,2021-03-02,3.3827884,2021
Brazil,2021-03-03,3.527165,2021
Brazil,2021-03-04,3.6618702,2021
Brazil,2021-03-05,3.78445,2021
Brazil,2021-03-06,3.871497,2021
Brazil,2021-03-07,3.9122312,2021
Brazil,2021-03-08,4.044084,2021
Brazil,2021-03-09,4.167514,2021
Brazil,2021-03-10,4.285792,2021
Brazil,2021-03-11,4.421412,2021
Brazil,2021-03-12,4.5398793,2021
Brazil,2021-03-13,4.598038,2021
Brazil,2021-03-14,4.6209774,2021
Brazil,2021-03-15,4.7967105,2021
Brazil,2021-03-16,4.9463024,2021
Brazil,2021-03-17,5.0999284,2021
Brazil,2021-03-18,5.2569723,2021
Brazil,2021-03-19,5.472731,2021
Brazil,2021-03-20,5.5822525,2021
Brazil,2021-03-21,5.6196504,2021
Brazil,2021-03-22,5.8556705,2021
Brazil,2021-03-23,6.0948286,2021
Brazil,2021-03-24,6.3889523,2021
Brazil,2021-03-25,6.7059,2021
Brazil,2021-03-26,7.0986295,2021
Brazil,2021-03-27,7.266603,2021
Brazil,2021-03-28,7.376845,2021
Brazil,2021-03-29,7.767373,2021
Brazil,2021-03-30,8.081156,2021
Brazil,2021-03-31,8.438039,2021
Brazil,2021-04-01,8.862798,2021
Brazil,2021-04-02,8.9872875,2021
Brazil,2021-04-03,9.140162,2021
Brazil,2021-04-04,9.277101,2021
Brazil,2021-04-05,9.536705,2021
Brazil,2021-04-06,9.9141655,2021
Brazil,2021-04-07,10.24148,2021
Brazil,2021-04-08,10.578193,2021
Brazil,2021-04-09,10.790594,2021
Brazil,2021-04-10,10.982632,2021
Brazil,2021-04-11,11.079501,2021
Brazil,2021-04-12,11.369373,2021
Brazil,2021-04-13,11.636899,2021
Brazil,2021-04-14,11.885698,2021
Brazil,2021-04-15,12.1147995,2021
Brazil,2021-04-16,12.2727165,2021
Brazil,2021-04-17,12.403408,2021
Brazil,2021-04-18,12.462905,2021
Brazil,2021-04-19,12.699201,2021
Brazil,2021-04-20,12.92594,2021
Brazil,2021-04-21,13.084746,2021
Brazil,2021-04-22,13.260186,2021
Brazil,2021-04-23,13.686655,2021
Brazil,2021-04-24,13.780374,2021
Brazil,2021-04-25,13.809139,2021
Brazil,2021-04-26,14.075631,2021
Brazil,2021-04-27,14.396105,2021
Brazil,2021-04-28,14.620896,2021
Brazil,2021-04-29,14.8562765,2021
Brazil,2021-04-30,15.071723,2021
Brazil,2021-05-01,15.135482,2021
Brazil,2021-05-02,15.160932,2021
Brazil,2021-05-03,15.380092,2021
Brazil,2021-05-04,15.642024,2021
Brazil,2021-05-05,15.924576,2021
Brazil,2021-05-06,16.295841,2021
Brazil,2021-05-07,16.646454,2021
Brazil,2021-05-08,16.762873,2021
Brazil,2021-05-09,16.793623,2021
Brazil,2021-05-10,17.082802,2021
Brazil,2021-05-11,17.36681,2021
Brazil,2021-05-12,17.70464,2021
Brazil,2021-05-13,17.958797,2021
Brazil,2021-05-14,18.22128,2021
Brazil,2021-05-15,18.340212,2021
Brazil,2021-05-16,18.426792,2021
Brazil,2021-05-17,18.679546,2021
Brazil,2021-05-18,18.968481,2021
Brazil,2021-05-19,19.227013,2021
Brazil,2021-05-20,19.53803,2021
Brazil,2021-05-21,19.80874,2021
Brazil,2021-05-22,19.914762,2021
Brazil,2021-05-23,20.196507,2021
Brazil,2021-05-24,20.450197,2021
Brazil,2021-05-25,20.696442,2021
Brazil,2021-05-26,20.943336,2021
Brazil,2021-05-27,21.174234,2021
Brazil,2021-05-28,21.532585,2021
Brazil,2021-05-29,21.68488,2021
Brazil,2021-05-30,21.723053,2021
Brazil,2021-05-31,22.028896,2021
Brazil,2021-06-01,22.316315,2021
Brazil,2021-06-02,22.753485,2021
Brazil,2021-06-03,22.976702,2021
Brazil,2021-06-04,23.282177,2021
Brazil,2021-06-05,23.533009,2021
Brazil,2021-06-06,23.625298,2021
Brazil,2021-06-07,23.956053,2021
Brazil,2021-06-08,24.4893,2021
Brazil,2021-06-09,24.995686,2021
Brazil,2021-06-10,25.475988,2021
Brazil,2021-06-11,26.002893,2021
Brazil,2021-06-12,26.291332,2021
Brazil,2021-06-13,26.445835,2021
Brazil,2021-06-14,26.940403,2021
Brazil,2021-06-15,27.536203,2021
Brazil,2021-06-16,28.086874,2021
Brazil,2021-06-17,29.094368,2021
Brazil,2021-06-18,29.854475,2021
Brazil,2021-06-19,30.269724,2021
Brazil,2021-06-20,30.47903,2021
Brazil,2021-06-21,31.107868,2021
Brazil,2021-06-22,31.710226,2021
Brazil,2021-06-23,32.28191,2021
Brazil,2021-06-24,32.86326,2021
Brazil,2021-06-25,33.46052,2021
Brazil,2021-06-26,33.803238,2021
Brazil,2021-06-27,33.91197,2021
Brazil,2021-06-28,34.39022,2021
Brazil,2021-06-29,35.15997,2021
Brazil,2021-06-30,35.70851,2021
Brazil,2021-07-01,36.2732,2021
Brazil,2021-07-02,36.89206,2021
Brazil,2021-07-03,37.188725,2021
Brazil,2021-07-04,37.33255,2021
Brazil,2021-07-05,37.961506,2021
Brazil,2021-07-06,38.587986,2021
Brazil,2021-07-07,39.299618,2021
Brazil,2021-07-08,39.917385,2021
Brazil,2021-07-09,40.4963,2021
Brazil,2021-07-10,40.85579,2021
Brazil,2021-07-11,41.02218,2021
Brazil,2021-07-12,41.49403,2021
Brazil,2021-07-13,42.027126,2021
Brazil,2021-07-14,42.5329,2021
Brazil,2021-07-15,43.148335,2021
Brazil,2021-07-16,43.621834,2021
Brazil,2021-07-17,43.95214,2021
Brazil,2021-07-18,44.045555,2021
Brazil,2021-07-19,44.595303,2021
Brazil,2021-07-20,45.220623,2021
Brazil,2021-07-21,45.79253,2021
Brazil,2021-07-22,46.327023,2021
Brazil,2021-07-23,46.937687,2021
Brazil,2021-07-24,47.260464,2021
Brazil,2021-07-25,47.364506,2021
Brazil,2021-07-26,47.79828,2021
Brazil,2021-07-27,48.276264,2021
Brazil,2021-07-28,48.75523,2021
Brazil,2021-07-29,49.14895,2021
Brazil,2021-07-30,49.678764,2021
Brazil,2021-07-31,49.966908,2021
Brazil,2021-08-01,50.06632,2021
Brazil,2021-08-02,50.371624,2021
Brazil,2021-08-03,50.943752,2021
Brazil,2021-08-04,51.666756,2021
Brazil,2021-08-05,52.183704,2021
Brazil,2021-08-06,52.70494,2021
Brazil,2021-08-07,52.943104,2021
Brazil,2021-08-08,53.049618,2021
Brazil,2021-08-09,53.482273,2021
Brazil,2021-08-10,54.149998,2021
Brazil,2021-08-11,54.801727,2021
Brazil,2021-08-12,55.52884,2021
Brazil,2021-08-13,56.191845,2021
Brazil,2021-08-14,56.64698,2021
Brazil,2021-08-15,56.824078,2021
Brazil,2021-08-16,57.386066,2021
Brazil,2021-08-17,58.268307,2021
Brazil,2021-08-18,58.808914,2021
Brazil,2021-08-19,59.513615,2021
Brazil,2021-08-20,60.095257,2021
Brazil,2021-08-21,60.468094,2021
Brazil,2021-08-22,60.673836,2021
Brazil,2021-08-23,61.27217,2021
Brazil,2021-08-24,61.94197,2021
Brazil,2021-08-25,62.522842,2021
Brazil,2021-08-26,62.72665,2021
Brazil,2021-08-27,63.212505,2021
Brazil,2021-08-28,63.53053,2021
Brazil,2021-08-29,63.69153,2021
Brazil,2021-08-30,64.0861,2021
Brazil,2021-08-31,64.727974,2021
Brazil,2021-09-01,65.1751,2021
Brazil,2021-09-02,65.569916,2021
Brazil,2021-09-03,65.929085,2021
Brazil,2021-09-04,66.11281,2021
Brazil,2021-09-05,66.19428,2021
Brazil,2021-09-06,66.56267,2021
Brazil,2021-09-07,66.67359,2021
Brazil,2021-09-08,66.95978,2021
Brazil,2021-09-09,67.31406,2021
Brazil,2021-09-10,67.702324,2021
Brazil,2021-09-11,67.90003,2021
Brazil,2021-09-12,67.98842,2021
Brazil,2021-09-13,68.202286,2021
Brazil,2021-09-14,68.519295,2021
Brazil,2021-09-15,68.83364,2021
Brazil,2021-09-16,69.06026,2021
Brazil,2021-09-17,69.42266,2021
Brazil,2021-09-18,69.59903,2021
Brazil,2021-09-19,69.685585,2021
Brazil,2021-09-20,69.861565,2021
Brazil,2021-09-21,70.12298,2021
Brazil,2021-09-22,70.357796,2021
Brazil,2021-09-23,70.61642,2021
Brazil,2021-09-24,70.8464,2021
Brazil,2021-09-25,71.03274,2021
Brazil,2021-09-26,71.117714,2021
Brazil,2021-09-27,71.26352,2021
Brazil,2021-09-28,71.50641,2021
Brazil,2021-09-29,71.74378,2021
Brazil,2021-09-30,72.00017,2021
Brazil,2021-10-01,72.22854,2021
Brazil,2021-10-02,72.35491,2021
Brazil,2021-10-03,72.4074,2021
Brazil,2021-10-04,72.52272,2021
Brazil,2021-10-05,72.716034,2021
Brazil,2021-10-06,72.898476,2021
Brazil,2021-10-07,73.08362,2021
Brazil,2021-10-08,73.2317,2021
Brazil,2021-10-09,73.31284,2021
Brazil,2021-10-10,73.3657,2021
Brazil,2021-10-11,73.50253,2021
Brazil,2021-10-12,73.5561,2021
Brazil,2021-10-13,73.60633,2021
Brazil,2021-10-14,73.95258,2021
Brazil,2021-10-15,74.18501,2021
Brazil,2021-10-16,74.32679,2021
Brazil,2021-10-17,74.377335,2021
Brazil,2021-10-18,74.44312,2021
Brazil,2021-10-19,74.60179,2021
Brazil,2021-10-20,74.80648,2021
Brazil,2021-10-21,74.878876,2021
Brazil,2021-10-22,74.97633,2021
Brazil,2021-10-23,75.03839,2021
Brazil,2021-10-24,75.121994,2021
Brazil,2021-10-25,75.26226,2021
Brazil,2021-10-26,75.42314,2021
Brazil,2021-10-27,75.552,2021
Brazil,2021-10-28,75.685455,2021
Brazil,2021-10-29,75.80033,2021
Brazil,2021-10-30,75.85042,2021
Brazil,2021-10-31,75.88413,2021
Brazil,2021-11-01,75.90426,2021
Brazil,2021-11-02,75.92161,2021
Brazil,2021-11-03,75.980736,2021
Brazil,2021-11-04,76.10615,2021
Brazil,2021-11-05,76.23826,2021
Brazil,2021-11-06,76.281075,2021
Brazil,2021-11-07,76.416084,2021
Brazil,2021-11-08,76.541664,2021
Brazil,2021-11-09,76.64033,2021
Brazil,2021-11-10,76.75126,2021
Brazil,2021-11-11,76.88345,2021
Brazil,2021-11-12,76.90835,2021
Brazil,2021-11-13,76.94215,2021
Brazil,2021-11-14,76.98697,2021
Brazil,2021-11-15,77.0177,2021
Brazil,2021-11-16,77.04384,2021
Brazil,2021-11-17,77.15294,2021
Brazil,2021-11-18,77.219574,2021
Brazil,2021-11-19,77.29414,2021
Brazil,2021-11-20,77.357994,2021
Brazil,2021-11-21,77.41686,2021
Brazil,2021-11-22,77.48591,2021
Brazil,2021-11-23,77.55758,2021
Brazil,2021-11-24,77.6089,2021
Brazil,2021-11-25,77.66899,2021
Brazil,2021-11-26,77.76598,2021
Brazil,2021-11-27,77.79472,2021
Brazil,2021-11-28,77.83157,2021
Brazil,2021-11-29,77.84197,2021
Brazil,2021-11-30,77.946526,2021
Brazil,2021-12-01,78.057335,2021
Brazil,2021-12-02,78.11959,2021
Brazil,2021-12-03,78.19901,2021
Brazil,2021-12-04,78.23995,2021
Brazil,2021-12-05,78.26189,2021
Brazil,2021-12-06,78.26905,2021
Brazil,2021-12-07,78.31991,2021
