Entity,Day,Total confirmed cases of COVID-19 per million people,Year
Brazil,2020-05-03,435.50278,2020
Brazil,2020-05-04,459.13495,2020
Brazil,2020-05-05,480.95074,2020
Brazil,2020-05-06,512.4905,2020
Brazil,2020-05-07,545.4661,2020
Brazil,2020-05-08,595.4076,2020
Brazil,2020-05-09,642.4247,2020
Brazil,2020-05-10,691.02997,2020
Brazil,2020-05-11,741.4849,2020
Brazil,2020-05-12,773.62854,2020
Brazil,2020-05-13,800.4085,2020
Brazil,2020-05-14,844.43,2020
Brazil,2020-05-15,898.5653,2020
Brazil,2020-05-16,964.8686,2020
Brazil,2020-05-17,1037.6434,2020
Brazil,2020-05-18,1108.5828,2020
Brazil,2020-05-19,1146.3276,2020
Brazil,2020-05-20,1208.808,2020
Brazil,2020-05-21,1291.5824,2020
Brazil,2020-05-22,1386.4489,2020
Brazil,2020-05-23,1474.4537,2020
Brazil,2020-05-24,1573.3713,2020
Brazil,2020-05-25,1651.8663,2020
Brazil,2020-05-26,1727.0566,2020
Brazil,2020-05-27,1782.6279,2020
Brazil,2020-05-28,1860.248,2020
Brazil,2020-05-29,1958.1957,2020
Brazil,2020-05-30,2083.8076,2020
Brazil,2020-05-31,2211.8494,2020
Brazil,2020-06-01,2370.0662,2020
Brazil,2020-06-02,2448.0906,2020
Brazil,2020-06-03,2503.2385,2020
Brazil,2020-06-04,2640.8284,2020
Brazil,2020-06-05,2776.9773,2020
Brazil,2020-06-06,2924.0247,2020
Brazil,2020-06-07,3070.6204,2020
Brazil,2020-06-08,3199.361,2020
Brazil,2020-06-09,3289.287,2020
Brazil,2020-06-10,3363.7214,2020
Brazil,2020-06-11,3516.313,2020
Brazil,2020-06-12,3672.8132,2020
Brazil,2020-06-13,3817.4214,2020
Brazil,2020-06-14,3940.965,2020
Brazil,2020-06-15,4044.1667,2020
Brazil,2020-06-16,4125.5244,2020
Brazil,2020-06-17,4223.7,2020
Brazil,2020-06-18,4389.7344,2020
Brazil,2020-06-19,4542.787,2020
Brazil,2020-06-20,4651.0337,2020
Brazil,2020-06-21,4911.4683,2020
Brazil,2020-06-22,5076.304,2020
Brazil,2020-06-23,5159.321,2020
Brazil,2020-06-24,5261.2295,2020
Brazil,2020-06-25,5448.7466,2020
Brazil,2020-06-26,5651.9023,2020
Brazil,2020-06-27,5839.6426,2020
Brazil,2020-06-28,6062.4604,2020
Brazil,2020-06-29,6246.4443,2020
Brazil,2020-06-30,6391.357,2020
Brazil,2020-07-01,6505.7236,2020
Brazil,2020-07-02,6666.66,2020
Brazil,2020-07-03,6888.774,2020
Brazil,2020-07-04,7117.5117,2020
Brazil,2020-07-05,7318.281,2020
Brazil,2020-07-06,7498.6035,2020
Brazil,2020-07-07,7622.475,2020
Brazil,2020-07-08,7718.6636,2020
Brazil,2020-07-09,7934.0874,2020
Brazil,2020-07-10,8146.021,2020
Brazil,2020-07-11,8348.673,2020
Brazil,2020-07-12,8562.875,2020
Brazil,2020-07-13,8748.428,2020
Brazil,2020-07-14,8866.498,2020
Brazil,2020-07-15,8962.958,2020
Brazil,2020-07-16,9161.986,2020
Brazil,2020-07-17,9351.824,2020
Brazil,2020-07-18,9567.714,2020
Brazil,2020-07-19,9730.225,2020
Brazil,2020-07-20,9865.893,2020
Brazil,2020-07-21,9977.772,2020
Brazil,2020-07-22,10074.094,2020
Brazil,2020-07-23,10269.086,2020
Brazil,2020-07-24,10591.758,2020
Brazil,2020-07-25,10876.87,2020
Brazil,2020-07-26,11142.63,2020
Brazil,2020-07-27,11385.833,2020
Brazil,2020-07-28,11502.7,2020
Brazil,2020-07-29,11613.415,2020
Brazil,2020-07-30,11807.494,2020
Brazil,2020-07-31,12135.938,2020
Brazil,2020-08-01,12410.951,2020
Brazil,2020-08-02,12660.031,2020
Brazil,2020-08-03,12875.868,2020
Brazil,2020-08-04,12998.547,2020
Brazil,2020-08-05,13077.674,2020
Brazil,2020-08-06,13323.045,2020
Brazil,2020-08-07,13594.801,2020
Brazil,2020-08-08,13847.475,2020
Brazil,2020-08-09,14086.316,2020
Brazil,2020-08-10,14323.923,2020
Brazil,2020-08-11,14433.334,2020
Brazil,2020-08-12,14538.172,2020
Brazil,2020-08-13,14786.191,2020
Brazil,2020-08-14,15048.451,2020
Brazil,2020-08-15,15334.183,2020
Brazil,2020-08-16,15574.993,2020
Brazil,2020-08-17,15772.686,2020
Brazil,2020-08-18,15882.53,2020
Brazil,2020-08-19,15974.647,2020
Brazil,2020-08-20,16201.859,2020
Brazil,2020-08-21,16436.27,2020
Brazil,2020-08-22,16651.78,2020
Brazil,2020-08-23,16796.115,2020
Brazil,2020-08-24,17034.018,2020
Brazil,2020-08-25,17145.383,2020
Brazil,2020-08-26,17226.588,2020
Brazil,2020-08-27,17450.709,2020
Brazil,2020-08-28,17674.957,2020
Brazil,2020-08-29,17885.293,2020
Brazil,2020-08-30,18091.717,2020
Brazil,2020-08-31,18288.334,2020
Brazil,2020-09-01,18365.166,2020
Brazil,2020-09-02,18583.709,2020
Brazil,2020-09-03,18786.55,2020
Brazil,2020-09-04,19009.72,2020
Brazil,2020-09-05,19217.86,2020
Brazil,2020-09-06,19461.285,2020
Brazil,2020-09-07,19604.732,2020
Brazil,2020-09-08,19673.78,2020
Brazil,2020-09-09,19722.627,2020
Brazil,2020-09-10,19790.523,2020
Brazil,2020-09-11,19960.828,2020
Brazil,2020-09-12,20153.676,2020
Brazil,2020-09-13,20361.553,2020
Brazil,2020-09-14,20520.953,2020
Brazil,2020-09-15,20591.176,2020
Brazil,2020-09-16,20663.236,2020
Brazil,2020-09-17,20837.52,2020
Brazil,2020-09-18,21012.598,2020
Brazil,2020-09-19,21185.219,2020
Brazil,2020-09-20,21374.451,2020
Brazil,2020-09-21,21531.637,2020
Brazil,2020-09-22,21609.564,2020
Brazil,2020-09-23,21673.467,2020
Brazil,2020-09-24,21832.93,2020
Brazil,2020-09-25,21991.18,2020
Brazil,2020-09-26,22147.225,2020
Brazil,2020-09-27,22298.959,2020
Brazil,2020-09-28,22433.896,2020
Brazil,2020-09-29,22501.979,2020
Brazil,2020-09-30,22564.53,2020
Brazil,2020-10-01,22716.965,2020
Brazil,2020-10-02,22875.842,2020
Brazil,2020-10-03,23047.768,2020
Brazil,2020-10-04,23206.73,2020
Brazil,2020-10-05,23331.834,2020
Brazil,2020-10-06,23372.041,2020
Brazil,2020-10-07,23428.844,2020
Brazil,2020-10-08,23628.105,2020
Brazil,2020-10-09,23778.14,2020
Brazil,2020-10-10,23910.09,2020
Brazil,2020-10-11,24040.586,2020
Brazil,2020-10-12,24167.775,2020
Brazil,2020-10-13,24226.463,2020
Brazil,2020-10-14,24266.541,2020
Brazil,2020-10-15,24315.137,2020
Brazil,2020-10-16,24444.639,2020
Brazil,2020-10-17,24580.266,2020
Brazil,2020-10-18,24727.26,2020
Brazil,2020-10-19,24841.674,2020
Brazil,2020-10-20,24893.893,2020
Brazil,2020-10-21,24967.04,2020
Brazil,2020-10-22,25077.482,2020
Brazil,2020-10-23,25195.492,2020
Brazil,2020-10-24,25313.69,2020
Brazil,2020-10-25,25456.463,2020
Brazil,2020-10-26,25584.748,2020
Brazil,2020-10-27,25648.906,2020
Brazil,2020-10-28,25723.682,2020
Brazil,2020-10-29,25865.318,2020
Brazil,2020-10-30,26001.45,2020
Brazil,2020-10-31,26125.582,2020
Brazil,2020-11-01,26231.531,2020
Brazil,2020-11-02,26321.625,2020
Brazil,2020-11-03,26369.65,2020
Brazil,2020-11-04,26410.072,2020
Brazil,2020-11-05,26466.385,2020
Brazil,2020-11-06,26580.39,2020
Brazil,2020-11-07,26686.396,2020
Brazil,2020-11-08,26776.086,2020
Brazil,2020-11-09,26882.502,2020
Brazil,2020-11-10,26932.686,2020
Brazil,2020-11-11,26984.596,2020
Brazil,2020-11-12,27103.527,2020
Brazil,2020-11-13,27333.34,2020
Brazil,2020-11-14,27491.238,2020
Brazil,2020-11-15,27629.465,2020
Brazil,2020-11-16,27811.613,2020
Brazil,2020-11-17,27878.82,2020
Brazil,2020-11-18,27942.398,2020
Brazil,2020-11-19,28110.22,2020
Brazil,2020-11-20,28272.322,2020
Brazil,2020-11-21,28443.111,2020
Brazil,2020-11-22,28625.688,2020
Brazil,2020-11-23,28780.803,2020
Brazil,2020-11-24,28869.318,2020
Brazil,2020-11-25,28946.38,2020
Brazil,2020-11-26,29094.26,2020
Brazil,2020-11-27,29322.014,2020
Brazil,2020-11-28,29500.867,2020
Brazil,2020-11-29,29663.154,2020
Brazil,2020-11-30,29910.043,2020
Brazil,2020-12-01,30026.387,2020
Brazil,2020-12-02,30126.896,2020
Brazil,2020-12-03,30368.967,2020
Brazil,2020-12-04,30606.064,2020
Brazil,2020-12-05,30845.877,2020
Brazil,2020-12-06,31068.809,2020
Brazil,2020-12-07,31274.266,2020
Brazil,2020-12-08,31399.621,2020
Brazil,2020-12-09,31496.484,2020
Brazil,2020-12-10,31739.406,2020
Brazil,2020-12-11,31993.574,2020
Brazil,2020-12-12,32247.236,2020
Brazil,2020-12-13,32506.041,2020
Brazil,2020-12-14,32714.783,2020
Brazil,2020-12-15,32818.562,2020
Brazil,2020-12-16,32938.35,2020
Brazil,2020-12-17,33142.29,2020
Brazil,2020-12-18,33477.867,2020
Brazil,2020-12-19,33809.887,2020
Brazil,2020-12-20,34059.73,2020
Brazil,2020-12-21,34298.32,2020
Brazil,2020-12-22,34419.312,2020
Brazil,2020-12-23,34538.277,2020
Brazil,2020-12-24,34800.758,2020
Brazil,2020-12-25,35022.797,2020
Brazil,2020-12-26,35308.457,2020
Brazil,2020-12-27,35417.664,2020
Brazil,2020-12-28,35499.668,2020
Brazil,2020-12-29,35587.535,2020
Brazil,2020-12-30,35685.242,2020
Brazil,2020-12-31,35964.44,2020
Brazil,2021-01-01,36229.05,2021
Brazil,2021-01-02,36499.008,2021
Brazil,2021-01-03,36616.0,2021
Brazil,2021-01-04,36691.258,2021
Brazil,2021-01-05,36773.715,2021
Brazil,2021-01-06,36868.844,2021
Brazil,2021-01-07,37138.203,2021
Brazil,2021-01-08,37439.81,2021
Brazil,2021-01-09,37857.5,2021
Brazil,2021-01-10,38104.926,2021
Brazil,2021-01-11,38401.113,2021
Brazil,2021-01-12,38542.773,2021
Brazil,2021-01-13,38665.555,2021
Brazil,2021-01-14,38969.992,2021
Brazil,2021-01-15,39259.562,2021
Brazil,2021-01-16,39581.75,2021
Brazil,2021-01-17,39910.785,2021
Brazil,2021-01-18,40203.535,2021
Brazil,2021-01-19,40360.64,2021
Brazil,2021-01-20,40473.195,2021
Brazil,2021-01-21,40768.45,2021
Brazil,2021-01-22,41074.598,2021
Brazil,2021-01-23,41355.707,2021
Brazil,2021-01-24,41624.61,2021
Brazil,2021-01-25,41921.004,2021
Brazil,2021-01-26,42055.68,2021
Brazil,2021-01-27,42183.19,2021
Brazil,2021-01-28,42477.82,2021
Brazil,2021-01-29,42779.855,2021
Brazil,2021-01-30,43073.766,2021
Brazil,2021-01-31,43358.24,2021
Brazil,2021-02-01,43636.223,2021
Brazil,2021-02-02,43768.203,2021
Brazil,2021-02-03,43885.13,2021
Brazil,2021-02-04,44142.355,2021
Brazil,2021-02-05,44408.645,2021
Brazil,2021-02-06,44679.074,2021
Brazil,2021-02-07,44920.97,2021
Brazil,2021-02-08,45161.71,2021
Brazil,2021-02-09,45289.36,2021
Brazil,2021-02-10,45400.81,2021
Brazil,2021-02-11,45645.625,2021
Brazil,2021-02-12,45929.03,2021
Brazil,2021-02-13,46189.33,2021
Brazil,2021-02-14,46434.426,2021
Brazil,2021-02-15,46645.066,2021
Brazil,2021-02-16,46762.793,2021
Brazil,2021-02-17,46915.89,2021
Brazil,2021-02-18,47178.703,2021
Brazil,2021-02-19,47448.62,2021
Brazil,2021-02-20,47695.305,2021
Brazil,2021-02-21,47938.047,2021
Brazil,2021-02-22,48211.324,2021
Brazil,2021-02-23,48349.344,2021
Brazil,2021-02-24,48477.66,2021
Brazil,2021-02-25,48775.867,2021
Brazil,2021-02-26,49092.492,2021
Brazil,2021-02-27,49406.31,2021
Brazil,2021-02-28,49716.188,2021
Brazil,2021-03-01,50009.1,2021
Brazil,2021-03-02,50170.9,2021
Brazil,2021-03-03,50340.85,2021
Brazil,2021-03-04,50625.793,2021
Brazil,2021-03-05,50966.742,2021
Brazil,2021-03-06,51323.85,2021
Brazil,2021-03-07,51682.83,2021
Brazil,2021-03-08,52013.816,2021
Brazil,2021-03-09,52396.63,2021
Brazil,2021-03-10,52550.312,2021
Brazil,2021-03-11,52886.793,2021
Brazil,2021-03-12,53266.6,2021
Brazil,2021-03-13,53625.184,2021
Brazil,2021-03-14,54032.508,2021
Brazil,2021-03-15,54394.73,2021
Brazil,2021-03-16,54603.06,2021
Brazil,2021-03-17,54775.37,2021
Brazil,2021-03-18,55174.438,2021
Brazil,2021-03-19,55603.824,2021
Brazil,2021-03-20,56017.42,2021
Brazil,2021-03-21,56448.08,2021
Brazil,2021-03-22,56824.05,2021
Brazil,2021-03-23,57051.215,2021
Brazil,2021-03-24,57285.6,2021
Brazil,2021-03-25,57677.85,2021
Brazil,2021-03-26,58105.76,2021
Brazil,2021-03-27,58582.008,2021
Brazil,2021-03-28,58982.59,2021
Brazil,2021-03-29,59391.27,2021
Brazil,2021-03-30,59602.04,2021
Brazil,2021-03-31,59787.137,2021
Brazil,2021-04-01,60188.902,2021
Brazil,2021-04-02,60619.883,2021
Brazil,2021-04-03,61053.047,2021
Brazil,2021-04-04,61387.027,2021
Brazil,2021-04-05,61593.938,2021
Brazil,2021-04-06,61743.05,2021
Brazil,2021-04-07,61879.258,2021
Brazil,2021-04-08,62292.84,2021
Brazil,2021-04-09,62733.266,2021
Brazil,2021-04-10,63145.297,2021
Brazil,2021-04-11,63589.016,2021
Brazil,2021-04-12,63930.574,2021
Brazil,2021-04-13,64106.586,2021
Brazil,2021-04-14,64276.746,2021
Brazil,2021-04-15,64667.535,2021
Brazil,2021-04-16,65017.09,2021
Brazil,2021-04-17,65365.027,2021
Brazil,2021-04-18,65772.88,2021
Brazil,2021-04-19,66094.484,2021
Brazil,2021-04-20,66298.86,2021
Brazil,2021-04-21,66444.47,2021
Brazil,2021-04-22,66774.375,2021
Brazil,2021-04-23,67153.44,2021
Brazil,2021-04-24,67368.26,2021
Brazil,2021-04-25,67696.85,2021
Brazil,2021-04-26,68035.1,2021
Brazil,2021-04-27,68189.984,2021
Brazil,2021-04-28,68326.15,2021
Brazil,2021-04-29,68669.17,2021
Brazil,2021-04-30,69048.266,2021
Brazil,2021-05-01,69378.2,2021
Brazil,2021-05-02,69703.125,2021
Brazil,2021-05-03,70021.54,2021
Brazil,2021-05-04,70159.125,2021
Brazil,2021-05-05,70276.19,2021
Brazil,2021-05-06,70644.02,2021
Brazil,2021-05-07,70992.54,2021
Brazil,2021-05-08,71341.46,2021
Brazil,2021-05-09,71716.56,2021
Brazil,2021-05-10,72018.17,2021
Brazil,2021-05-11,72203.19,2021
Brazil,2021-05-12,72323.016,2021
Brazil,2021-05-13,72668.77,2021
Brazil,2021-05-14,73033.44,2021
Brazil,2021-05-15,73388.125,2021
Brazil,2021-05-16,73794.84,2021
Brazil,2021-05-17,74113.47,2021
Brazil,2021-05-18,74308.14,2021
Brazil,2021-05-19,74450.39,2021
Brazil,2021-05-20,74809.13,2021
Brazil,2021-05-21,75185.81,2021
Brazil,2021-05-22,75575.91,2021
Brazil,2021-05-23,75941.35,2021
Brazil,2021-05-24,76305.06,2021
Brazil,2021-05-25,76475.375,2021
Brazil,2021-05-26,76653.68,2021
Brazil,2021-05-27,77002.945,2021
Brazil,2021-05-28,77385.66,2021
Brazil,2021-05-29,77706.46,2021
Brazil,2021-05-30,77943.1,2021
Brazil,2021-05-31,78321.93,2021
Brazil,2021-06-01,78528.87,2021
Brazil,2021-06-02,78673.58,2021
Brazil,2021-06-03,79048.87,2021
Brazil,2021-06-04,79503.45,2021
Brazil,2021-06-05,79899.97,2021
Brazil,2021-06-06,80080.36,2021
Brazil,2021-06-07,80394.266,2021
Brazil,2021-06-08,80582.734,2021
Brazil,2021-06-09,80759.414,2021
Brazil,2021-06-10,81011.0,2021
Brazil,2021-06-11,81418.734,2021
Brazil,2021-06-12,81837.61,2021
Brazil,2021-06-13,82242.484,2021
Brazil,2021-06-14,82616.7,2021
Brazil,2021-06-15,82797.15,2021
Brazil,2021-06-16,82986.61,2021
Brazil,2021-06-17,83369.91,2021
Brazil,2021-06-18,83823.375,2021
Brazil,2021-06-19,84175.44,2021
Brazil,2021-06-20,84645.38,2021
Brazil,2021-06-21,85036.66,2021
Brazil,2021-06-22,85246.73,2021
Brazil,2021-06-23,85431.7,2021
Brazil,2021-06-24,85849.3,2021
Brazil,2021-06-25,86397.2,2021
Brazil,2021-06-26,86747.18,2021
Brazil,2021-06-27,87124.14,2021
Brazil,2021-06-28,87429.09,2021
Brazil,2021-06-29,87589.35,2021
Brazil,2021-06-30,87721.56,2021
Brazil,2021-07-01,88030.17,2021
Brazil,2021-07-02,88238.61,2021
Brazil,2021-07-03,88548.46,2021
Brazil,2021-07-04,88858.32,2021
Brazil,2021-07-05,89117.73,2021
Brazil,2021-07-06,89249.836,2021
Brazil,2021-07-07,89357.79,2021
Brazil,2021-07-08,89654.99,2021
Brazil,2021-07-09,89911.87,2021
Brazil,2021-07-10,90167.33,2021
Brazil,2021-07-11,90441.87,2021
Brazil,2021-07-12,90672.5,2021
Brazil,2021-07-13,90772.055,2021
Brazil,2021-07-14,90853.04,2021
Brazil,2021-07-15,91067.12,2021
Brazil,2021-07-16,91341.65,2021
Brazil,2021-07-17,91592.66,2021
Brazil,2021-07-18,91809.44,2021
Brazil,2021-07-19,91972.72,2021
Brazil,2021-07-20,92134.99,2021
Brazil,2021-07-21,92207.6,2021
Brazil,2021-07-22,92338.805,2021
Brazil,2021-07-23,92598.03,2021
Brazil,2021-07-24,92834.62,2021
Brazil,2021-07-25,93351.64,2021
Brazil,2021-07-26,93532.76,2021
Brazil,2021-07-27,93618.96,2021
Brazil,2021-07-28,93709.305,2021
Brazil,2021-07-29,93906.21,2021
Brazil,2021-07-30,94134.51,2021
Brazil,2021-07-31,94335.56,2021
Brazil,2021-08-01,94530.06,2021
Brazil,2021-08-02,94708.766,2021
Brazil,2021-08-03,94806.26,2021
Brazil,2021-08-04,94878.26,2021
Brazil,2021-08-05,95031.92,2021
Brazil,2021-08-06,95225.52,2021
Brazil,2021-08-07,95415.98,2021
Brazil,2021-08-08,95616.445,2021
Brazil,2021-08-09,95821.06,2021
Brazil,2021-08-10,95887.125,2021
Brazil,2021-08-11,95944.586,2021
Brazil,2021-08-12,96110.47,2021
Brazil,2021-08-13,96264.734,2021
Brazil,2021-08-14,96454.84,2021
Brazil,2021-08-15,96616.195,2021
Brazil,2021-08-16,96764.27,2021
Brazil,2021-08-17,96830.64,2021
Brazil,2021-08-18,96899.445,2021
Brazil,2021-08-19,97078.3,2021
Brazil,2021-08-20,97276.65,2021
Brazil,2021-08-21,97449.32,2021
Brazil,2021-08-22,97610.45,2021
Brazil,2021-08-23,97745.44,2021
Brazil,2021-08-24,97813.93,2021
Brazil,2021-08-25,97876.234,2021
Brazil,2021-08-26,98023.03,2021
Brazil,2021-08-27,98168.87,2021
Brazil,2021-08-28,98316.38,2021
Brazil,2021-08-29,98446.414,2021
Brazil,2021-08-30,98563.85,2021
Brazil,2021-08-31,98626.664,2021
Brazil,2021-09-01,98676.43,2021
Brazil,2021-09-02,98793.35,2021
Brazil,2021-09-03,98923.375,2021
Brazil,2021-09-04,99048.336,2021
Brazil,2021-09-05,99169.9,2021
Brazil,2021-09-06,99273.58,2021
Brazil,2021-09-07,99334.984,2021
Brazil,2021-09-08,99378.516,2021
Brazil,2021-09-09,99443.39,2021
Brazil,2021-09-10,99512.01,2021
Brazil,2021-09-11,99658.89,2021
Brazil,2021-09-12,99734.74,2021
Brazil,2021-09-13,99802.805,2021
Brazil,2021-09-14,99853.27,2021
Brazil,2021-09-15,99884.875,2021
Brazil,2021-09-16,99948.62,2021
Brazil,2021-09-17,100018.9,2021
Brazil,2021-09-18,100182.5,2021
Brazil,2021-09-19,100235.766,2021
Brazil,2021-09-20,100949.516,2021
Brazil,2021-09-21,100994.484,2021
Brazil,2021-09-22,101031.98,2021
Brazil,2021-09-23,101029.25,2021
Brazil,2021-09-24,101202.68,2021
Brazil,2021-09-25,101319.7,2021
Brazil,2021-09-26,101412.13,2021
Brazil,2021-09-27,101486.73,2021
Brazil,2021-09-28,101527.945,2021
Brazil,2021-09-29,101596.52,2021
Brazil,2021-09-30,101669.73,2021
Brazil,2021-10-01,101754.16,2021
Brazil,2021-10-02,101885.05,2021
Brazil,2021-10-03,101973.38,2021
Brazil,2021-10-04,102037.414,2021
Brazil,2021-10-05,102080.23,2021
Brazil,2021-10-06,102129.8,2021
Brazil,2021-10-07,102227.41,2021
Brazil,2021-10-08,102312.49,2021
Brazil,2021-10-09,102386.625,2021
Brazil,2021-10-10,102473.03,2021
Brazil,2021-10-11,102551.26,2021
Brazil,2021-10-12,102592.336,2021
Brazil,2021-10-13,102625.23,2021
Brazil,2021-10-14,102660.22,2021
Brazil,2021-10-15,102697.555,2021
Brazil,2021-10-16,102765.49,2021
Brazil,2021-10-17,102837.95,2021
Brazil,2021-10-18,102891.45,2021
Brazil,2021-10-19,102918.734,2021
Brazil,2021-10-20,102954.14,2021
Brazil,2021-10-21,103015.805,2021
Brazil,2021-10-22,103090.02,2021
Brazil,2021-10-23,103170.164,2021
Brazil,2021-10-24,103239.12,2021
Brazil,2021-10-25,103294.83,2021
Brazil,2021-10-26,103324.33,2021
Brazil,2021-10-27,103351.89,2021
Brazil,2021-10-28,103415.73,2021
Brazil,2021-10-29,103497.43,2021
Brazil,2021-10-30,103570.03,2021
Brazil,2021-10-31,103626.92,2021
Brazil,2021-11-01,103677.766,2021
Brazil,2021-11-02,103709.914,2021
Brazil,2021-11-03,103728.164,2021
Brazil,2021-11-04,103758.74,2021
Brazil,2021-11-05,103828.46,2021
Brazil,2021-11-06,103891.945,2021
Brazil,2021-11-07,103955.29,2021
Brazil,2021-11-08,104011.71,2021
Brazil,2021-11-09,104040.79,2021
Brazil,2021-11-10,104067.59,2021
Brazil,2021-11-11,104119.66,2021
Brazil,2021-11-12,104178.01,2021
Brazil,2021-11-13,104250.76,2021
Brazil,2021-11-14,104320.17,2021
Brazil,2021-11-15,104389.8,2021
Brazil,2021-11-16,104409.43,2021
Brazil,2021-11-17,104422.74,2021
Brazil,2021-11-18,104446.125,2021
Brazil,2021-11-19,104503.08,2021
Brazil,2021-11-20,104561.56,2021
Brazil,2021-11-21,104625.07,2021
Brazil,2021-11-22,104667.07,2021
Brazil,2021-11-23,104691.445,2021
Brazil,2021-11-24,104703.77,2021
Brazil,2021-11-25,104752.81,2021
Brazil,2021-11-26,104814.29,2021
Brazil,2021-11-27,104871.95,2021
Brazil,2021-11-28,104930.875,2021
Brazil,2021-11-29,104974.77,2021
